STATE_NAME_2011,SSC_NAME_2011,POA_CODE_2011,"POA_NAME_2011 (contains notes, see bottom)"
Queensland,The Summit,4377,4377
Queensland,Applethorpe,4378,4378
Queensland,Dalcouth,4380,4380
Queensland,Eukey,4380,4380
Queensland,Rosenthal Heights,4370,4370
Queensland,Warwick (Qld),4370,4370
Queensland,Canningvale,4370,4370
Queensland,Rosehill (Qld),4370,4370
Queensland,Blackwater,4717,4717
Queensland,Duaringa,4712,4712
Queensland,Duaringa,4702,4702
Queensland,Mungabunda,4718,4718
Queensland,Dingo,4702,4702
Queensland,Woorabinda,4713,4713
Queensland,Bluff,4702,4702
Queensland,Rolleston,4702,4702
Queensland,Arcturus,4722,4722
Queensland,The Gemfields,4702,4702
Queensland,Tieri,4709,4709
Queensland,Theresa Creek (Qld),4723,4723
Queensland,Springsure,4722,4722
Queensland,Gindie,4702,4702
Queensland,Willows,4702,4702
Queensland,Rewan,4702,4702
Queensland,Cona Creek,4722,4722
Queensland,Comet,4702,4702
Queensland,Capella,4723,4723
Queensland,Tieri,4723,4723
Queensland,Emerald (Qld),4720,4720
Queensland,Turkey Beach,4678,4678
Queensland,Eurimbula,4677,4677
Queensland,Bororen,4678,4678
Queensland,Agnes Water,4677,4677
Queensland,Captain Creek,4677,4677
Queensland,Colosseum,4677,4677
Queensland,Miriam Vale,4677,4677
Queensland,Gindoran,4676,4676
Queensland,Lowmead,4676,4676
Queensland,Rosedale (Qld),4674,4674
Queensland,Euleilah,4674,4674
Queensland,Seventeen Seventy,4677,4677
Queensland,Deepwater (Qld),4674,4674
Queensland,Moura,4718,4718
Queensland,Baralaba,4702,4702
Queensland,Taroom,4420,4420
Queensland,Kinnoul,4420,4420
Queensland,Isla,4719,4719
Queensland,Kianga (Qld),4718,4718
Queensland,Cracow,4719,4719
Queensland,Banana,4702,4702
Queensland,Prospect (Qld),4715,4715
Queensland,Thangool,4716,4716
Queensland,Lawgi Dawes,4716,4716
Queensland,Valentine Plains,4715,4715
Queensland,Mount Murchison,4715,4715
Queensland,Argoon (Qld),4702,4702
Queensland,Orange Creek,4715,4715
Queensland,Dululu,4702,4702
Queensland,Smoky Creek,4702,4702
Queensland,Goovigen,4702,4702
Queensland,Wowan,4702,4702
Queensland,Lonesome Creek,4715,4715
Queensland,Theodore (Qld),4719,4719
Queensland,Biloela,4715,4715
Queensland,Tannum Sands,4680,4680
Queensland,Boyne Island,4680,4680
Queensland,Callemondah,4680,4680
Queensland,Byellee,4680,4680
Queensland,New Auckland,4680,4680
Queensland,Clinton (Qld),4680,4680
Queensland,Kirkwood,4680,4680
Queensland,Toolooa,4680,4680
Queensland,South Gladstone,4680,4680
Queensland,Barney Point,4680,4680
Queensland,Gladstone Central,4680,4680
Queensland,Benaraby,4680,4680
Queensland,West Stowe,4680,4680
Queensland,Yarwun,4694,4694
Queensland,Mount Larcom,4695,4695
Queensland,Burua,4680,4680
Queensland,Gladstone Harbour,4680,4680
Queensland,Boyne Valley,4680,4680
Queensland,Calliope (Qld),4680,4680
Queensland,Wooderson,4680,4680
Queensland,Ambrose,4695,4695
Queensland,Bracewell,4695,4695
Queensland,River Ranch,4680,4680
Queensland,Beecher,4680,4680
Queensland,Wurdong Heights,4680,4680
Queensland,Sun Valley (Qld),4680,4680
Queensland,Kin Kora,4680,4680
Queensland,South Trees,4680,4680
Queensland,Glen Eden,4680,4680
Queensland,Telina,4680,4680
Queensland,O'Connell (Qld),4680,4680
Queensland,West Gladstone,4680,4680
Queensland,Berserker,4701,4701
Queensland,The Common,4701,4701
Queensland,Bouldercombe,4702,4702
Queensland,Bajool,4699,4699
Queensland,Marmor,4702,4702
Queensland,Emu Park,4710,4710
Queensland,Kinka Beach,4703,4703
Queensland,Zilzie,4710,4710
Queensland,Frenchville,4701,4701
Queensland,Mount Archer (Rockhampton - Qld),4701,4701
Queensland,Rockyview,4701,4701
Queensland,Glendale (Qld),4711,4711
Queensland,The Caves,4702,4702
Queensland,Etna Creek,4702,4702
Queensland,Glenlee (Qld),4711,4711
Queensland,Gracemere,4702,4702
Queensland,Kabra,4702,4702
Queensland,Koongal,4701,4701
Queensland,Lakes Creek,4701,4701
Queensland,The Mine,4714,4714
Queensland,Baree,4714,4714
Queensland,Mount Morgan,4714,4714
Queensland,Horse Creek,4714,4714
Queensland,Struck Oil,4714,4714
Queensland,Norman Gardens,4701,4701
Queensland,Limestone Creek,4701,4701
Queensland,Park Avenue,4701,4701
Queensland,Parkhurst,4702,4702
Queensland,Kawana,4701,4701
Queensland,Wandal,4700,4700
Queensland,West Rockhampton,4700,4700
Queensland,Fairy Bower,4700,4700
Queensland,Depot Hill,4700,4700
Queensland,Port Curtis,4700,4700
Queensland,Rockhampton City,4700,4700
Queensland,Cawarral,4702,4702
Queensland,Nankin,4702,4702
Queensland,Mount Chalmers,4702,4702
Queensland,Keppel Sands,4702,4702
Queensland,Ironpot (Rockhampton - Qld),4701,4701
Queensland,Tanby,4703,4703
Queensland,Coowonga,4702,4702
Queensland,Tungamull,4702,4702
Queensland,Nerimbera,4701,4701
Queensland,Bangalee (Qld),4703,4703
Queensland,Coral Sea (Gladstone - Qld),4702,4702
Queensland,Stanage,4702,4702
Queensland,Milman,4702,4702
Queensland,Bungundarra,4703,4703
Queensland,Byfield,4703,4703
Queensland,The Keppels,4700,4700
Queensland,Woodbury (Qld),4703,4703
Queensland,Farnborough,4703,4703
Queensland,Bondoola,4703,4703
Queensland,Lake Mary,4703,4703
Queensland,Barmoya,4703,4703
Queensland,Adelaide Park,4703,4703
Queensland,Pink Lily,4702,4702
Queensland,Gogango,4702,4702
Queensland,Westwood (Qld),4702,4702
Queensland,Stanwell,4702,4702
Queensland,Ridgelands,4702,4702
Queensland,Alton Downs,4702,4702
Queensland,Stockyard (Rockhampton - Qld),4703,4703
Queensland,The Range (Qld),4700,4700
Queensland,Allenstown,4700,4700
Queensland,Barlows Hill,4703,4703
Queensland,Taranganba,4703,4703
Queensland,Mulambin,4703,4703
Queensland,Rosslyn,4703,4703
Queensland,Lammermoor,4703,4703
Queensland,Hidden Valley (Qld),4703,4703
Queensland,Yeppoon,4703,4703
Queensland,Pacific Heights,4703,4703
Queensland,Inverness,4703,4703
Queensland,Cooee Bay,4703,4703
Queensland,Taroomball,4703,4703
Queensland,Barmaryee,4703,4703
Queensland,Meikleville Hill,4703,4703
Queensland,Broadbeach Waters,4218,4218
Queensland,Burleigh Heads,4220,4220
Queensland,Burleigh Heads,4219,4219
Queensland,Burleigh Waters,4220,4220
Queensland,Broadbeach,4218,4218
Queensland,Mermaid Beach,4218,4218
Queensland,Mermaid Waters,4218,4218
Queensland,Miami,4220,4220
Queensland,Coolangatta (Qld),4225,4225
Queensland,Bilinga,4225,4225
Queensland,Currumbin,4223,4223
Queensland,Tugun,4224,4224
Queensland,Tugun,4223,4223
Queensland,Currumbin Waters,4223,4223
Queensland,Elanora,4221,4221
Queensland,Palm Beach (Qld),4221,4221
Queensland,Arundel,4214,4214
Queensland,Biggera Waters,4216,4216
Queensland,Coombabah,4216,4216
Queensland,Labrador,4215,4215
Queensland,Hollywell,4216,4216
Queensland,Paradise Point,4216,4216
Queensland,Runaway Bay,4216,4216
Queensland,Springbrook,4213,4213
Queensland,Advancetown,4211,4211
Queensland,Austinville,4213,4213
Queensland,Numinbah Valley,4211,4211
Queensland,Guanaba,4210,4210
Queensland,Clagiraba,4211,4211
Queensland,Lower Beechmont,4211,4211
Queensland,Tamborine,4270,4270
Queensland,Witheren,4275,4275
Queensland,Illinbah,4275,4275
Queensland,Beechmont,4211,4211
Queensland,Wonglepong,4275,4275
Queensland,Tamborine Mountain,4272,4272
Queensland,Tamborine Mountain,4271,4271
Queensland,Boyland,4275,4275
Queensland,Canungra,4275,4275
Queensland,Currumbin Valley,4223,4223
Queensland,Tallebudgera Valley,4228,4228
Queensland,Tallebudgera,4228,4228
Queensland,Bonogin,4213,4213
Queensland,Mudgeeraba,4213,4213
Queensland,Reedy Creek (Qld),4227,4227
Queensland,Carrara,4211,4211
Queensland,Highland Park,4211,4211
Queensland,Worongary,4213,4213
Queensland,Nerang,4211,4211
Queensland,Gilston,4211,4211
Queensland,Mount Nathan,4211,4211
Queensland,Pacific Pines,4211,4211
Queensland,Gaven,4211,4211
Queensland,Tallai,4213,4213
Queensland,Coomera,4209,4209
Queensland,Helensvale,4212,4212
Queensland,Hope Island,4212,4212
Queensland,Southern Moreton Bay Islands,4212,4212
Queensland,South Stradbroke,4216,4216
Queensland,Steiglitz (Qld),4207,4207
Queensland,Jacobs Well,4208,4208
Queensland,Alberton (Qld),4207,4207
Queensland,Woongoolba,4207,4207
Queensland,Norwell,4208,4208
Queensland,Ormeau,4208,4208
Queensland,Yatala,4207,4207
Queensland,Luscombe,4207,4207
Queensland,Ormeau Hills,4208,4208
Queensland,Stapylton,4207,4207
Queensland,Maudsland,4210,4210
Queensland,Oxenford,4210,4210
Queensland,Pimpama,4209,4209
Queensland,Upper Coomera,4209,4209
Queensland,Willow Vale (Qld),4209,4209
Queensland,Cedar Creek (Gold Coast - Qld),4207,4207
Queensland,Kingsholme,4208,4208
Queensland,Wongawallan,4210,4210
Queensland,Clear Island Waters,4226,4226
Queensland,Merrimac,4226,4226
Queensland,Robina,4226,4226
Queensland,Robina,4230,4230
Queensland,Varsity Lakes,4227,4227
Queensland,Varsity Lakes,4229,4229
Queensland,Ashmore,4214,4214
Queensland,Molendinar,4214,4214
Queensland,Parkwood (Qld),4214,4214
Queensland,Southport (Qld),4215,4215
Queensland,Benowa,4217,4217
Queensland,Bundall,4217,4217
Queensland,Main Beach,4217,4217
Queensland,Surfers Paradise,4217,4217
Queensland,Sumner,4074,4074
Queensland,Wacol,4076,4076
Queensland,Durack (Qld),4077,4077
Queensland,Oxley (Qld),4075,4075
Queensland,Doolandella,4077,4077
Queensland,Ellen Grove,4078,4078
Queensland,Richlands (Qld),4077,4077
Queensland,Inala,4077,4077
Queensland,Ellen Grove,4300,4300
Queensland,Kalbar,4309,4309
Queensland,Allandale (Qld),4310,4310
Queensland,Aratula (Qld),4309,4309
Queensland,Boonah (Qld),4310,4310
Queensland,Frenches Creek,4310,4310
Queensland,Mount Alford,4310,4310
Queensland,Moogerah,4309,4309
Queensland,Tarome,4309,4309
Queensland,Coochin,4310,4310
Queensland,Croftby,4310,4310
Queensland,Hoya,4310,4310
Queensland,Dugandan,4310,4310
Queensland,Roadvale,4310,4310
Queensland,Charlwood,4310,4310
Queensland,Coleyville,4340,4340
Queensland,Mutdapilly,4307,4307
Queensland,Harrisville,4307,4307
Queensland,Rosevale (Qld),4340,4340
Queensland,Warrill View,4307,4307
Queensland,Peak Crossing,4306,4306
Queensland,Milbong,4310,4310
Queensland,Munbilla,4309,4309
Queensland,Wyaralong,4310,4310
Queensland,Toogoolawah,4313,4313
Queensland,Esk (Qld),4312,4312
Queensland,Mount Hallen,4312,4312
Queensland,Redbank Creek,4312,4312
Queensland,Braemore,4313,4313
Queensland,Mount Beppo,4313,4313
Queensland,Somerset Dam,4312,4312
Queensland,Crossdale,4312,4312
Queensland,England Creek,4306,4306
Queensland,Laidley,4341,4341
Queensland,Plainland,4341,4341
Queensland,Hatton Vale,4341,4341
Queensland,Kensington Grove,4341,4341
Queensland,Brightview,4311,4311
Queensland,Laidley Heights,4341,4341
Queensland,Regency Downs,4341,4341
Queensland,Lockrose,4342,4342
Queensland,Laidley South,4341,4341
Queensland,Blenheim,4341,4341
Queensland,Mulgowie,4341,4341
Queensland,Thornton (Qld),4341,4341
Queensland,Lake Clarendon,4343,4343
Queensland,Glenore Grove,4342,4342
Queensland,Spring Creek (Lockyer Valley - Qld),4343,4343
Queensland,Churchable,4311,4311
Queensland,Forest Hill (Qld),4342,4342
Queensland,Summerholm,4341,4341
Queensland,Lockyer Waters,4311,4311
Queensland,Morton Vale,4343,4343
Queensland,Coominya,4311,4311
Queensland,Lowood,4311,4311
Queensland,Glamorgan Vale,4306,4306
Queensland,Tarampa,4311,4311
Queensland,Prenzlau,4311,4311
Queensland,Minden,4311,4311
Queensland,Atkinsons Dam,4311,4311
Queensland,Fernvale (Qld),4306,4306
Queensland,Fairney View,4306,4306
Queensland,Patrick Estate,4311,4311
Queensland,Clarendon (Qld),4311,4311
Queensland,Mount Tarampa,4311,4311
Queensland,Wivenhoe Pocket,4306,4306
Queensland,Coolana,4311,4311
Queensland,Wanora,4306,4306
Queensland,Lanefield,4340,4340
Queensland,Marburg,4346,4346
Queensland,Walloon,4306,4306
Queensland,Rosewood (Qld),4340,4340
Queensland,Purga,4306,4306
Queensland,Mount Forbes,4340,4340
Queensland,Ebenezer (Qld),4340,4340
Queensland,Grandchester,4340,4340
Queensland,Mount Mort,4340,4340
Queensland,Calvert (Qld),4340,4340
Queensland,Haigslea,4306,4306
Queensland,Ironbark (Qld),4306,4306
Queensland,Tallegalla,4340,4340
Queensland,Willowbank,4306,4306
Queensland,Thagoona,4306,4306
Queensland,Amberley,4306,4306
Queensland,Brassall,4305,4305
Queensland,Bundamba,4304,4304
Queensland,Dinmore,4303,4303
Queensland,Ebbw Vale,4304,4304
Queensland,Blackstone,4304,4304
Queensland,Yamanto,4305,4305
Queensland,Churchill (Qld),4305,4305
Queensland,Ipswich,4305,4305
Queensland,West Ipswich,4305,4305
Queensland,Sadliers Crossing,4305,4305
Queensland,Woodend (Qld),4305,4305
Queensland,Coalfalls,4305,4305
Queensland,Booval,4304,4304
Queensland,East Ipswich,4305,4305
Queensland,Newtown (Ipswich - Qld),4305,4305
Queensland,Silkstone,4304,4304
Queensland,North Booval,4304,4304
Queensland,Basin Pocket,4305,4305
Queensland,Eastern Heights,4305,4305
Queensland,Chuwar,4306,4306
Queensland,North Ipswich,4305,4305
Queensland,Pine Mountain (Qld),4306,4306
Queensland,Muirlea,4306,4306
Queensland,Karalee,4306,4306
Queensland,Barellan Point,4306,4306
Queensland,Karana Downs,4306,4306
Queensland,Mount Crosby,4306,4306
Queensland,Kholo,4306,4306
Queensland,Leichhardt (Qld),4305,4305
Queensland,One Mile (Qld),4305,4305
Queensland,Karrabin,4306,4306
Queensland,Wulkuraka,4305,4305
Queensland,Tivoli,4305,4305
Queensland,Moores Pocket,4305,4305
Queensland,Flinders View,4305,4305
Queensland,Raceview,4305,4305
Queensland,Ripley,4306,4306
Queensland,South Ripley,4306,4306
Queensland,Deebing Heights,4306,4306
Queensland,Riverview (Qld),4303,4303
Queensland,Augustine Heights,4300,4300
Queensland,Brookwater,4300,4300
Queensland,Bellbird Park,4300,4300
Queensland,Gailes,4300,4300
Queensland,Camira (Qld),4300,4300
Queensland,Carole Park,4300,4300
Queensland,Collingwood Park (Qld),4301,4301
Queensland,Redbank (Qld),4301,4301
Queensland,Goodna,4300,4300
Queensland,New Chum,4303,4303
Queensland,Redbank Plains,4301,4301
Queensland,Springfield (Ipswich - Qld),4300,4300
Queensland,Springfield Lakes,4300,4300
Queensland,Spring Mountain (Qld),4124,4124
Queensland,Springfield Central,4300,4300
Queensland,Beaudesert,4285,4285
Queensland,Gleneagle,4285,4285
Queensland,Veresdale Scrub,4285,4285
Queensland,Biddaddaba,4285,4285
Queensland,Bromelton,4285,4285
Queensland,Kooralbyn,4285,4285
Queensland,Josephville,4285,4285
Queensland,Laravale,4285,4285
Queensland,Kerry,4285,4285
Queensland,Rathdowney,4287,4287
Queensland,Darlington (Qld),4285,4285
Queensland,Innisplain,4285,4285
Queensland,Palen Creek,4287,4287
Queensland,Beenleigh,4207,4207
Queensland,Eagleby,4207,4207
Queensland,Edens Landing,4207,4207
Queensland,Holmview,4207,4207
Queensland,Mount Warren Park,4207,4207
Queensland,Windaroo,4207,4207
Queensland,Bannockburn (Qld),4207,4207
Queensland,Wolffdene,4207,4207
Queensland,Bahrs Scrub,4207,4207
Queensland,Belivah,4207,4207
Queensland,Boronia Heights,4124,4124
Queensland,Park Ridge,4125,4125
Queensland,Greenbank,4124,4124
Queensland,Browns Plains (Qld),4118,4118
Queensland,Berrinba,4117,4117
Queensland,Logan Reserve,4133,4133
Queensland,Chambers Flat,4133,4133
Queensland,Crestmead,4132,4132
Queensland,Hillcrest (Qld),4118,4118
Queensland,Forestdale,4118,4118
Queensland,Berrinba,4118,4118
Queensland,Marsden,4132,4132
Queensland,Kingston (Qld),4114,4114
Queensland,Munruben,4125,4125
Queensland,Park Ridge South,4125,4125
Queensland,Regents Park (Qld),4118,4118
Queensland,Heritage Park,4118,4118
Queensland,North Maclean,4280,4280
Queensland,New Beith,4124,4124
Queensland,South Maclean,4280,4280
Queensland,Jimboomba,4280,4280
Queensland,Cedar Grove,4285,4285
Queensland,Cedar Vale,4285,4285
Queensland,Woodhill (Qld),4285,4285
Queensland,Mundoolun,4285,4285
Queensland,Logan Village,4207,4207
Queensland,Stockleigh,4280,4280
Queensland,Buccan,4207,4207
Queensland,Waterford (Qld),4133,4133
Queensland,Bethania,4205,4205
Queensland,Cornubia,4130,4130
Queensland,Carbrook,4130,4130
Queensland,Loganholme,4129,4129
Queensland,Tanah Merah,4128,4128
Queensland,Meadowbrook,4131,4131
Queensland,Loganlea,4131,4131
Queensland,Shailer Park,4128,4128
Queensland,Waterford West,4133,4133
Queensland,Daisy Hill (Qld),4127,4127
Queensland,Logan Central,4114,4114
Queensland,Rochedale South,4123,4123
Queensland,Priestdale,4127,4127
Queensland,Slacks Creek,4127,4127
Queensland,Slacks Creek,4114,4114
Queensland,Springwood (Qld),4127,4127
Queensland,Underwood (Qld),4119,4119
Queensland,Woodridge (Qld),4114,4114
Queensland,Bowen,4805,4805
Queensland,Dysart (Qld),4745,4745
Queensland,Middlemount,4746,4746
Queensland,Glenden,4743,4743
Queensland,Mount Britton,4742,4742
Queensland,Nebo,4742,4742
Queensland,Coppabella (Qld),4741,4741
Queensland,Carmila,4739,4739
Queensland,Valkyrie,4742,4742
Queensland,Mackenzie River,4705,4705
Queensland,St Lawrence,4707,4707
Queensland,Ilbilbie,4738,4738
Queensland,The Percy Group,4707,4707
Queensland,Clermont,4721,4721
Queensland,Kilcummin,4721,4721
Queensland,Belyando,4721,4721
Queensland,Collinsville (Qld),4804,4804
Queensland,Scottville,4804,4804
Queensland,Mount Coolon,4804,4804
Queensland,Guthalungra,4805,4805
Queensland,Coral Sea (Whitsunday - Qld),4805,4805
Queensland,Moranbah,4744,4744
Queensland,Beaconsfield (Qld),4740,4740
Queensland,Mackay Harbour,4740,4740
Queensland,Andergrove,4740,4740
Queensland,East Mackay,4740,4740
Queensland,Coral Sea (Gladstone - Qld),4741,4741
Queensland,Eimeo,4740,4740
Queensland,Blacks Beach,4740,4740
Queensland,Dolphin Heads,4740,4740
Queensland,Rural View,4740,4740
Queensland,Crediton,4757,4757
Queensland,Mackay,4740,4740
Queensland,Mount Pleasant (Mackay - Qld),4740,4740
Queensland,Glenella,4740,4740
Queensland,Richmond (Mackay - Qld),4740,4740
Queensland,Farleigh,4741,4741
Queensland,Erakala,4740,4740
Queensland,North Mackay,4740,4740
Queensland,Cremorne (Qld),4740,4740
Queensland,Paget,4740,4740
Queensland,Bakers Creek (Qld),4740,4740
Queensland,Ooralea,4740,4740
Queensland,Racecourse,4740,4740
Queensland,Eungella (Qld),4757,4757
Queensland,Finch Hatton,4756,4756
Queensland,Pinnacle (Qld),4741,4741
Queensland,Mount Martin,4754,4754
Queensland,Gargett,4741,4741
Queensland,Mirani,4754,4754
Queensland,North Eton,4741,4741
Queensland,Marian,4753,4753
Queensland,Freshwater Point,4737,4737
Queensland,Sarina Range,4737,4737
Queensland,Sarina,4737,4737
Queensland,Armstrong Beach,4737,4737
Queensland,Grasstree Beach,4740,4740
Queensland,Hay Point,4740,4740
Queensland,Alligator Creek (Mackay - Qld),4740,4740
Queensland,Campwin Beach,4737,4737
Queensland,Sarina Beach,4737,4737
Queensland,Koumala,4738,4738
Queensland,St Helens Beach,4798,4798
Queensland,Seaforth (Qld),4741,4741
Queensland,Hampden (Qld),4741,4741
Queensland,Laguna Quays,4800,4800
Queensland,Bloomsbury,4799,4799
Queensland,The Leap,4740,4740
Queensland,Habana,4740,4740
Queensland,Mount Jukes,4740,4740
Queensland,Ball Bay,4741,4741
Queensland,Mount Pelion,4741,4741
Queensland,Calen,4798,4798
Queensland,Midge Point,4799,4799
Queensland,Mount Ossa,4741,4741
Queensland,Yalboroo,4741,4741
Queensland,Kuttabul,4741,4741
Queensland,Balnagowan,4740,4740
Queensland,Dumbleton,4740,4740
Queensland,Bucasia,4750,4750
Queensland,Shoal Point,4750,4750
Queensland,Slade Point,4740,4740
Queensland,South Mackay,4740,4740
Queensland,McEwens Beach,4740,4740
Queensland,Sandiford,4740,4740
Queensland,Munbura,4740,4740
Queensland,Balberra,4740,4740
Queensland,Pleystowe,4741,4741
Queensland,Eton,4741,4741
Queensland,Oakenden,4741,4741
Queensland,Homebush (Qld),4740,4740
Queensland,Greenmount (Mackay - Qld),4751,4751
Queensland,Alexandra (Qld),4740,4740
Queensland,Victoria Plains,4751,4751
Queensland,Te Kowai,4740,4740
Queensland,Palmyra (Qld),4751,4751
Queensland,Dunnrock,4740,4740
Queensland,Walkerston,4751,4751
Queensland,West Mackay,4740,4740
Queensland,Airlie Beach,4802,4802
Queensland,Whitsundays,4741,4741
Queensland,Mandalay,4802,4802
Queensland,Whitsundays,4803,4803
Queensland,Whitsundays,4801,4801
Queensland,Cannon Valley,4800,4800
Queensland,Cannonvale,4802,4802
Queensland,Jubilee Pocket,4802,4802
Queensland,Flametree,4802,4802
Queensland,Mount Rooper,4802,4802
Queensland,Shute Harbour,4802,4802
Queensland,Woodwark,4802,4802
Queensland,Cape Conway,4800,4800
Queensland,Strathdickie,4800,4800
Queensland,Riordanvale,4800,4800
Queensland,Hamilton Plains,4800,4800
Queensland,Preston (Whitsunday - Qld),4800,4800
Queensland,Mount Julian,4800,4800
Queensland,Conway,4800,4800
Queensland,Thoopara,4800,4800
Queensland,Proserpine,4800,4800
Queensland,Palm Grove (Qld),4800,4800
Queensland,Gregory River (Whitsunday - Qld),4800,4800
Queensland,Dingo Beach,4800,4800
Queensland,Kelsey Creek,4800,4800
Queensland,Glen Isla,4800,4800
Queensland,Godwin Beach,4511,4511
Queensland,Ningi,4511,4511
Queensland,Sandstone Point,4511,4511
Queensland,Toorbul,4510,4510
Queensland,Donnybrook (Qld),4510,4510
Queensland,Meldale,4510,4510
Queensland,Beachmere,4510,4510
Queensland,Banksia Beach,4507,4507
Queensland,Bellara,4507,4507
Queensland,Bongaree,4507,4507
Queensland,Woorim,4507,4507
Queensland,Welsby,4507,4507
Queensland,White Patch,4507,4507
Queensland,Burpengary East,4505,4505
Queensland,Caboolture,4510,4510
Queensland,Moodlu,4510,4510
Queensland,Bellmere,4510,4510
Queensland,Caboolture South,4510,4510
Queensland,Morayfield,4506,4506
Queensland,Upper Caboolture,4510,4510
Queensland,Elimbah,4516,4516
Queensland,Wamuran,4512,4512
Queensland,Kilcoy,4515,4515
Queensland,Royston,4515,4515
Queensland,Villeneuve,4514,4514
Queensland,Sandy Creek (Qld),4515,4515
Queensland,Hazeldean,4515,4515
Queensland,Mount Kilcoy,4515,4515
Queensland,Harlin,4306,4306
Queensland,Moore,4306,4306
Queensland,Linville,4515,4515
Queensland,Mount Mee,4521,4521
Queensland,Woodford (Qld),4514,4514
Queensland,D'Aguilar,4514,4514
Queensland,Delaneys Creek,4514,4514
Queensland,Mount Delaney,4514,4514
Queensland,Stanmore (Qld),4514,4514
Queensland,Neurum,4514,4514
Queensland,Bracalba,4512,4512
Queensland,Booroobin,4514,4514
Queensland,Stony Creek (Qld),4514,4514
Queensland,Burpengary,4505,4505
Queensland,Deception Bay,4508,4508
Queensland,Narangba,4504,4504
Queensland,Moorina (Qld),4506,4506
Queensland,Rocksberg,4510,4510
Queensland,Clontarf (Moreton Bay - Qld),4019,4019
Queensland,Woody Point,4019,4019
Queensland,Margate (Qld),4019,4019
Queensland,Redcliffe (Qld),4020,4020
Queensland,Kippa-Ring,4021,4021
Queensland,Rothwell,4022,4022
Queensland,Scarborough (Qld),4020,4020
Queensland,Newport (Qld),4020,4020
Queensland,Albany Creek,4035,4035
Queensland,Warner,4500,4500
Queensland,Cashmere,4500,4500
Queensland,Joyner,4500,4500
Queensland,King Scrub,4521,4521
Queensland,Dayboro,4521,4521
Queensland,Kurwongbah,4503,4503
Queensland,Mount Pleasant (Moreton Bay - Qld),4521,4521
Queensland,Ocean View,4521,4521
Queensland,Laceys Creek,4521,4521
Queensland,Armstrong Creek,4520,4520
Queensland,Whiteside,4503,4503
Queensland,Kobble Creek,4520,4520
Queensland,Mount Samson,4520,4520
Queensland,Samsonvale,4520,4520
Queensland,Eatons Hill,4037,4037
Queensland,Arana Hills,4054,4054
Queensland,Ferny Hills,4055,4055
Queensland,Everton Hills,4053,4053
Queensland,Bunya,4055,4055
Queensland,Highvale,4520,4520
Queensland,Samford Valley,4520,4520
Queensland,Wights Mountain,4520,4520
Queensland,Camp Mountain,4520,4520
Queensland,Mount Nebo,4520,4520
Queensland,Samford Village,4520,4520
Queensland,Mount Glorious,4520,4520
Queensland,Cedar Creek (Moreton Bay - Qld),4520,4520
Queensland,Closeburn,4520,4520
Queensland,Clear Mountain,4500,4500
Queensland,Yugar,4520,4520
Queensland,Draper,4520,4520
Queensland,Kallangur,4503,4503
Queensland,Dakabin,4503,4503
Queensland,Murrumba Downs,4503,4503
Queensland,Griffin,4503,4503
Queensland,North Lakes,4509,4509
Queensland,Mango Hill,4509,4509
Queensland,Bray Park (Qld),4500,4500
Queensland,Lawnton,4501,4501
Queensland,Petrie,4502,4502
Queensland,Strathpine,4500,4500
Queensland,Brendale,4500,4500
Queensland,Aurukun,4871,4871
Queensland,Hope Vale,4895,4895
Queensland,Lakefield,4871,4871
Queensland,Laura (Qld),4871,4871
Queensland,Bloomfield,4895,4895
Queensland,Wujal Wujal,4895,4895
Queensland,Coen,4871,4871
Queensland,Cooktown,4895,4895
Queensland,Lakeland,4871,4871
Queensland,Mapoon,4874,4874
Queensland,Shelburne,4874,4874
Queensland,Mission River,4874,4874
Queensland,Lockhart River,4871,4871
Queensland,Georgetown (Qld),4871,4871
Queensland,Forsayth,4871,4871
Queensland,Mount Surprise,4871,4871
Queensland,Croydon (Qld),4871,4871
Queensland,Pormpuraaw,4871,4871
Queensland,Kowanyama,4871,4871
Queensland,Injinoo,4876,4876
Queensland,Somerset (Qld),4876,4876
Queensland,Bamaga,4876,4876
Queensland,New Mapoon,4876,4876
Queensland,Seisia,4876,4876
Queensland,Umagico,4876,4876
Queensland,Arriga,4880,4880
Queensland,Chillagoe,4871,4871
Queensland,Dimbulah,4872,4872
Queensland,Mount Carbine,4871,4871
Queensland,Watsonville,4887,4887
Queensland,Chewko,4880,4880
Queensland,Paddys Green,4880,4880
Queensland,Biboohra,4880,4880
Queensland,Julatten,4871,4871
Queensland,Mount Molloy,4871,4871
Queensland,Coral Sea (Gladstone - Qld),4875,4875
Queensland,Arafura Sea,4857,4857
Queensland,Torres Strait,4875,4875
Queensland,Thursday Island,4875,4875
Queensland,Prince Of Wales,4875,4875
Queensland,Punsand,4876,4876
Queensland,Torres Strait,4876,4876
Queensland,Horn,4875,4875
Queensland,Iama Island,4875,4875
Queensland,Masig Island,4875,4875
Queensland,Poruma Island,4875,4875
Queensland,Erub Island,4875,4875
Queensland,Mer Island,4875,4875
Queensland,Boigu Island,4875,4875
Queensland,Dauan Island,4875,4875
Queensland,Keriri Island,4875,4875
Queensland,Ugar Island,4875,4875
Queensland,Saibai Island,4875,4875
Queensland,Badu Island,4875,4875
Queensland,Mabuiag Island,4875,4875
Queensland,Moa Island,4875,4875
Queensland,Warraber Islet,4875,4875
Queensland,Evans Landing,4874,4874
Queensland,Nanum,4874,4874
Queensland,Trunding,4874,4874
