STATE_NAME_2011,SSC_NAME_2011,POA_CODE_2011,"POA_NAME_2011 (contains notes, see bottom)"
New South Wales,Darlington Point,2706,2706
New South Wales,Carrathool,2711,2711
New South Wales,Goolgowi,2652,2652
New South Wales,Merriwagga,2652,2652
New South Wales,Nericon,2680,2680
New South Wales,Lake Wyangan,2680,2680
New South Wales,Whitton,2705,2705
New South Wales,Murrami,2705,2705
New South Wales,Stanbridge,2705,2705
New South Wales,Leeton,2705,2705
New South Wales,Yanco,2703,2703
New South Wales,Corbie Hill,2705,2705
New South Wales,Merungle Hill,2705,2705
New South Wales,Narrandera,2700,2700
New South Wales,Barellan,2665,2665
New South Wales,Grong Grong,2652,2652
New South Wales,Boree Creek,2652,2652
New South Wales,Gillenbah,2700,2700
New South Wales,Tumbarumba,2653,2653
New South Wales,Khancoban,2642,2642
New South Wales,Glenroy (Tumbarumba - NSW),2653,2653
New South Wales,Rosewood (Tumbarumba - NSW),2652,2652
New South Wales,Humula,2652,2652
New South Wales,Courabyra,2653,2653
New South Wales,Nurenmerenmong,2649,2649
New South Wales,Jingellic,2642,2642
New South Wales,Tooma,2642,2642
New South Wales,Tumut,2720,2720
New South Wales,Gilmore (NSW),2720,2720
New South Wales,Batlow,2730,2730
New South Wales,Talbingo,2720,2720
New South Wales,Cabramurra,2720,2720
New South Wales,Wondalga,2729,2729
New South Wales,Gocup,2720,2720
New South Wales,Bombowlee,2720,2720
New South Wales,Lacmalac,2720,2720
New South Wales,Mundongo,2720,2720
New South Wales,Brungle,2722,2722
New South Wales,Adelong,2729,2729
New South Wales,Grahamstown,2729,2729
New South Wales,Cootamundra,2590,2590
New South Wales,Stockinbingal,2725,2725
New South Wales,Wallendbeen,2588,2588
New South Wales,Gundagai,2722,2722
New South Wales,South Gundagai,2722,2722
New South Wales,Tumblong,2729,2729
New South Wales,Nangus,2722,2722
New South Wales,Coolac,2727,2727
New South Wales,Gobarralong,2727,2727
New South Wales,Junee,2663,2663
New South Wales,Old Junee,2652,2652
New South Wales,Bethungra,2590,2590
New South Wales,Wantabadgery,2650,2650
New South Wales,Temora,2666,2666
New South Wales,Narraburra,2666,2666
New South Wales,Sebastopol (NSW),2666,2666
New South Wales,Ariah Park,2665,2665
New South Wales,Ardlethan,2665,2665
New South Wales,Beckom,2665,2665
New South Wales,Lake Albert,2650,2650
New South Wales,East Wagga Wagga,2650,2650
New South Wales,Kooringal (NSW),2650,2650
New South Wales,Gumly Gumly,2652,2652
New South Wales,Tatton,2650,2650
New South Wales,Estella,2650,2650
New South Wales,Boorooma,2650,2650
New South Wales,Charles Sturt University,2678,2678
New South Wales,North Wagga Wagga,2650,2650
New South Wales,Bomen,2650,2650
New South Wales,Cartwrights Hill,2650,2650
New South Wales,Springvale (Wagga Wagga - NSW),2650,2650
New South Wales,Lloyd,2650,2650
New South Wales,Bourkelands,2650,2650
New South Wales,Glenfield Park,2650,2650
New South Wales,Tolland,2650,2650
New South Wales,Mount Austin,2650,2650
New South Wales,Turvey Park,2650,2650
New South Wales,San Isidore,2650,2650
New South Wales,Moorong,2650,2650
New South Wales,Ashmont,2650,2650
New South Wales,Wagga Wagga,2650,2650
New South Wales,Kapooka,2661,2661
New South Wales,Ladysmith,2652,2652
New South Wales,The Rock,2655,2655
New South Wales,Forest Hill (NSW),2651,2651
New South Wales,Collingullie,2650,2650
New South Wales,Lockhart (NSW),2656,2656
New South Wales,Pleasant Hills,2658,2658
New South Wales,Matong,2652,2652
New South Wales,Yerong Creek,2642,2642
New South Wales,Uranquinty,2652,2652
New South Wales,Brookdale (NSW),2650,2650
New South Wales,Currawarna,2650,2650
New South Wales,Oura,2650,2650
New South Wales,Downside,2650,2650
New South Wales,Gobbagombalin,2650,2650
New South Wales,Coolamon,2701,2701
New South Wales,Tarcutta,2652,2652
New South Wales,Borambola,2650,2650
New South Wales,Big Springs,2650,2650
New South Wales,Mangoplah,2652,2652
New South Wales,Ganmain,2702,2702
New South Wales,Methul,2701,2701
New South Wales,Marrar,2652,2652
New South Wales,Berry,2535,2535
New South Wales,Kangaroo Valley,2577,2577
New South Wales,Barrengarry,2577,2577
New South Wales,Broughton Vale,2535,2535
New South Wales,Bellawongarah,2535,2535
New South Wales,Far Meadow,2535,2535
New South Wales,Coolangatta (NSW),2535,2535
New South Wales,Jaspers Brush,2535,2535
New South Wales,Beaumont (NSW),2577,2577
New South Wales,Shoalhaven Heads,2535,2535
New South Wales,Comberton,2540,2540 crosses NSW/OT
New South Wales,Callala Beach,2540,2540 crosses NSW/OT
New South Wales,Callala Bay,2540,2540 crosses NSW/OT
New South Wales,Currarong,2540,2540 crosses NSW/OT
New South Wales,Beecroft Peninsula,2540,2540 crosses NSW/OT
New South Wales,Myola (NSW),2540,2540 crosses NSW/OT
New South Wales,Orient Point,2540,2540 crosses NSW/OT
New South Wales,Culburra Beach,2540,2540 crosses NSW/OT
New South Wales,Greenwell Point,2540,2540 crosses NSW/OT
New South Wales,Pyree,2540,2540 crosses NSW/OT
New South Wales,Sassafras (NSW),2622,2622
New South Wales,Huskisson,2540,2540 crosses NSW/OT
New South Wales,Vincentia,2540,2540 crosses NSW/OT
New South Wales,Hyams Beach,2540,2540 crosses NSW/OT
New South Wales,Bomaderry,2541,2541
New South Wales,Cambewarra,2540,2540 crosses NSW/OT
New South Wales,Bangalee (NSW),2541,2541
New South Wales,Meroo Meadow,2540,2540 crosses NSW/OT
New South Wales,North Nowra,2541,2541
New South Wales,Cambewarra Village,2540,2540 crosses NSW/OT
New South Wales,Tapitallee,2540,2540 crosses NSW/OT
New South Wales,Worrigee,2540,2540 crosses NSW/OT
New South Wales,Nowra,2541,2541
New South Wales,Nowra Hill,2540,2540 crosses NSW/OT
New South Wales,Mundamia,2540,2540 crosses NSW/OT
New South Wales,South Nowra,2541,2541
New South Wales,West Nowra,2541,2541
New South Wales,Terara,2540,2540 crosses NSW/OT
New South Wales,St Georges Basin,2540,2540 crosses NSW/OT
New South Wales,Worrowing Heights,2540,2540 crosses NSW/OT
New South Wales,Basin View,2540,2540 crosses NSW/OT
New South Wales,Sanctuary Point,2540,2540 crosses NSW/OT
New South Wales,Erowal Bay,2540,2540 crosses NSW/OT
New South Wales,Bream Beach,2540,2540 crosses NSW/OT
New South Wales,Old Erowal Bay,2540,2540 crosses NSW/OT
New South Wales,Sussex Inlet,2540,2540 crosses NSW/OT
New South Wales,Berrara,2540,2540 crosses NSW/OT
New South Wales,Cudmirrah,2540,2540 crosses NSW/OT
New South Wales,Falls Creek (NSW),2540,2540 crosses NSW/OT
New South Wales,Tomerong,2540,2540 crosses NSW/OT
New South Wales,Wandandian,2540,2540 crosses NSW/OT
New South Wales,Woollamia,2540,2540 crosses NSW/OT
New South Wales,Parma,2540,2540 crosses NSW/OT
New South Wales,Ulladulla,2539,2539
New South Wales,Kings Point,2539,2539
New South Wales,Burrill Lake,2539,2539
New South Wales,Dolphin Point,2539,2539
New South Wales,Milton (NSW),2538,2538
New South Wales,Mollymook Beach,2539,2539
New South Wales,Narrawallee,2539,2539
New South Wales,Mollymook,2539,2539
New South Wales,Cunjurong Point,2539,2539
New South Wales,Manyana,2539,2539
New South Wales,Bendalong,2539,2539
New South Wales,Fishermans Paradise,2539,2539
New South Wales,Lake Tabourie,2539,2539
New South Wales,Conjola Park,2539,2539
New South Wales,Lake Conjola,2539,2539
New South Wales,Yatte Yattah,2539,2539
New South Wales,Little Forest,2538,2538
New South Wales,Morton,2538,2538
New South Wales,Mondayong,2540,2540 crosses NSW/OT
New South Wales,Mogood,2538,2538
New South Wales,Woodstock (Shoalhaven - NSW),2538,2538
New South Wales,Bawley Point,2539,2539
New South Wales,Kioloa,2539,2539
New South Wales,Termeil,2539,2539
New South Wales,Bowral,2576,2576
New South Wales,East Bowral,2576,2576
New South Wales,Burradoo,2576,2576
New South Wales,Balmoral (Wingecarribee - NSW),2571,2571
New South Wales,Hill Top (Wingecarribee - NSW),2575,2575
New South Wales,Colo Vale,2575,2575
New South Wales,Yerrinbool,2575,2575
New South Wales,Mittagong,2575,2575
New South Wales,Balaclava (NSW),2575,2575
New South Wales,Willow Vale (Wingecarribee - NSW),2575,2575
New South Wales,Welby,2575,2575
New South Wales,Braemar,2575,2575
New South Wales,Aylmerton,2575,2575
New South Wales,Moss Vale,2577,2577
New South Wales,Berrima,2577,2577
New South Wales,New Berrima,2577,2577
New South Wales,Robertson (NSW),2577,2577
New South Wales,Kangaloon,2576,2576
New South Wales,Glenquarry,2576,2576
New South Wales,Wildes Meadow,2577,2577
New South Wales,Burrawang,2577,2577
New South Wales,Meryla,2577,2577
New South Wales,Fitzroy Falls,2577,2577
New South Wales,Bundanoon (NSW),2578,2578
New South Wales,Wingello,2579,2579
New South Wales,Exeter (NSW),2579,2579
New South Wales,High Range,2575,2575
New South Wales,Woodlands (Wingecarribee - NSW),2575,2575
New South Wales,Medway,2577,2577
New South Wales,Sutton Forest,2577,2577
New South Wales,Canyonleigh,2577,2577
New South Wales,Werai,2577,2577
New South Wales,Penrose (Wingecarribee - NSW),2579,2579
New South Wales,Paddys River (Wingecarribee - NSW),2577,2577
New South Wales,Baulkham Hills,2153,2153
New South Wales,Bella Vista,2153,2153
New South Wales,Castle Hill (NSW),2154,2154
New South Wales,Glenhaven,2156,2156
New South Wales,Cherrybrook,2126,2126
New South Wales,Kellyville,2155,2155
New South Wales,West Pennant Hills,2125,2125
New South Wales,Kenthurst,2156,2156
New South Wales,Glenorie,2157,2157
New South Wales,Canoelands,2157,2157
New South Wales,Cattai,2756,2756
New South Wales,South Maroota,2756,2756
New South Wales,Dural (Hornsby - NSW),2158,2158
New South Wales,Sackville North,2756,2756
New South Wales,Lower Portland,2756,2756
New South Wales,Maroota,2756,2756
New South Wales,Leets Vale,2775,2775
New South Wales,Wisemans Ferry,2775,2775
New South Wales,Middle Dural,2158,2158
New South Wales,Annangrove,2156,2156
New South Wales,Galston,2159,2159
New South Wales,Arcadia (NSW),2159,2159
New South Wales,Berowra Creek,2082,2082
New South Wales,Berrilee,2082,2082
New South Wales,Fiddletown,2159,2159
New South Wales,Bilpin,2758,2758
New South Wales,Colo Heights,2756,2756
New South Wales,Lower Macdonald,2775,2775
New South Wales,Cumberland Reach,2756,2756
New South Wales,Mountain Lagoon,2756,2756
New South Wales,St Albans (NSW),2775,2775
New South Wales,Bowen Mountain,2753,2753
New South Wales,Grose Vale,2753,2753
New South Wales,Grose Wold,2753,2753
New South Wales,Kurrajong,2758,2758
New South Wales,Kurrajong Hills,2758,2758
New South Wales,Kurrajong Heights,2758,2758
New South Wales,Kurmond,2757,2757
New South Wales,The Slopes,2754,2754
New South Wales,East Kurrajong,2758,2758
New South Wales,Freemans Reach,2756,2756
New South Wales,Sackville,2756,2756
New South Wales,Ebenezer (NSW),2756,2756
New South Wales,Wilberforce (NSW),2756,2756
New South Wales,Glossodia,2756,2756
New South Wales,Blaxlands Ridge,2758,2758
New South Wales,Tennyson (NSW),2754,2754
New South Wales,Vineyard,2765,2765
New South Wales,McGraths Hill,2756,2756
New South Wales,Maraylya,2765,2765
New South Wales,Oakville,2765,2765
New South Wales,Pitt Town,2756,2756
New South Wales,Rouse Hill,2155,2155
New South Wales,Beaumont Hills,2155,2155
New South Wales,Nelson (The Hills - NSW),2765,2765
New South Wales,Box Hill (NSW),2765,2765
New South Wales,Blacktown,2148,2148
New South Wales,Kings Park (NSW),2148,2148
New South Wales,Marayong,2148,2148
New South Wales,Quakers Hill,2763,2763
New South Wales,Woodcroft (NSW),2767,2767
New South Wales,Doonside,2767,2767
New South Wales,Seven Hills (NSW),2147,2147
New South Wales,Lalor Park,2147,2147
New South Wales,Kings Langley,2147,2147
New South Wales,Toongabbie (NSW),2146,2146
New South Wales,Prospect (NSW),2148,2148
New South Wales,Glenwood (NSW),2768,2768
New South Wales,Kellyville Ridge,2155,2155
New South Wales,The Ponds,2769,2769
New South Wales,Parklea,2768,2768
New South Wales,Stanhope Gardens,2768,2768
New South Wales,Schofields,2762,2762
New South Wales,Acacia Gardens,2763,2763
New South Wales,Riverstone,2765,2765
New South Wales,Marsden Park,2765,2765
New South Wales,Shanes Park,2747,2747
New South Wales,Bidwill (NSW),2770,2770
New South Wales,Hebersham,2770,2770
New South Wales,Dharruk,2770,2770
New South Wales,Blackett,2770,2770
New South Wales,Emerton,2770,2770
New South Wales,Glendenning,2761,2761
New South Wales,Dean Park,2761,2761
New South Wales,Colebee,2761,2761
New South Wales,Plumpton (NSW),2761,2761
New South Wales,Oakhurst (NSW),2761,2761
New South Wales,Hassall Grove,2761,2761
New South Wales,Shalvey,2770,2770
New South Wales,Willmot,2770,2770
New South Wales,Tregear,2770,2770
New South Wales,Ropes Crossing,2760,2760
New South Wales,Lethbridge Park,2770,2770
New South Wales,Mount Druitt,2770,2770
New South Wales,Whalan,2770,2770
New South Wales,Arndell Park,2148,2148
New South Wales,Eastern Creek,2766,2766
New South Wales,Minchinbury,2770,2770
New South Wales,Rooty Hill,2766,2766
New South Wales,Banksmeadow,2019,2019
New South Wales,Botany,2019,2019
New South Wales,Botany Bay,2019,2019
New South Wales,Mascot,2020,2020
New South Wales,Eastlakes,2018,2018
New South Wales,Rosebery (NSW),2018,2018
New South Wales,Pagewood,2035,2035
New South Wales,Daceyville,2032,2032
New South Wales,Hillsdale,2036,2036
New South Wales,Eastgardens,2036,2036
New South Wales,Port Botany,2036,2036
New South Wales,Marrickville,2204,2204
New South Wales,Petersham,2049,2049
New South Wales,Stanmore (NSW),2048,2048
New South Wales,Enmore (Marrickville - NSW),2042,2042
New South Wales,St Peters (NSW),2044,2044
New South Wales,Sydenham (NSW),2044,2044
New South Wales,Tempe,2044,2044
New South Wales,Darlinghurst,2010,2010
New South Wales,Erskineville,2043,2043
New South Wales,Alexandria,2015,2015
New South Wales,Glebe (NSW),2037,2037
New South Wales,Camperdown (NSW),2050,2050
New South Wales,Forest Lodge,2037,2037
New South Wales,Darlington (Sydney - NSW),2008,2008
New South Wales,Camperdown (NSW),2006,2006
New South Wales,Newtown (NSW),2042,2042
New South Wales,Potts Point,2011,2011
New South Wales,Elizabeth Bay,2011,2011
New South Wales,Woolloomooloo,2011,2011
New South Wales,Rushcutters Bay,2011,2011
New South Wales,Pyrmont,2009,2009
New South Wales,Ultimo,2007,2007
New South Wales,Redfern,2016,2016
New South Wales,Eveleigh,2015,2015
New South Wales,Chippendale,2008,2008
New South Wales,Surry Hills,2010,2010
New South Wales,Sydney,2000,2000
New South Wales,Haymarket,2000,2000
New South Wales,Dawes Point,2000,2000
New South Wales,Millers Point,2000,2000
New South Wales,Barangaroo,2000,2000
New South Wales,Unclassified (NSW),2000,2000
New South Wales,The Rocks (Sydney - NSW),2000,2000
New South Wales,Waterloo (NSW),2017,2017
New South Wales,Zetland,2017,2017
New South Wales,Beaconsfield (NSW),2015,2015
New South Wales,Bronte,2024,2024
New South Wales,Tamarama,2026,2026
New South Wales,Bondi,2026,2026
New South Wales,Bondi Beach,2026,2026
New South Wales,North Bondi,2026,2026
New South Wales,Waverley (NSW),2024,2024
New South Wales,Bondi Junction,2022,2022
New South Wales,Queens Park (NSW),2022,2022
New South Wales,Centennial Park (NSW),2021,2021
New South Wales,Darling Point,2027,2027
New South Wales,Double Bay,2028,2028
New South Wales,Edgecliff,2027,2027
New South Wales,Bellevue Hill,2023,2023
New South Wales,Rose Bay (NSW),2029,2029
New South Wales,Point Piper,2027,2027
New South Wales,Vaucluse,2030,2030
New South Wales,Dover Heights,2030,2030
New South Wales,Paddington (NSW),2021,2021
New South Wales,Moore Park,2021,2021
New South Wales,Unclassified (NSW),2027,2027
New South Wales,Watsons Bay,2030,2030
New South Wales,Woollahra,2025,2025
New South Wales,Clovelly,2031,2031
New South Wales,South Coogee,2034,2034
New South Wales,Coogee (NSW),2034,2034
New South Wales,Kensington (NSW),2033,2033
New South Wales,Kingsford (NSW),2032,2032
New South Wales,Kensington (NSW),2052,2052
New South Wales,Matraville,2036,2036
New South Wales,La Perouse,2036,2036
New South Wales,Little Bay,2036,2036
New South Wales,Malabar,2036,2036
New South Wales,Chifley (NSW),2036,2036
New South Wales,Phillip Bay,2036,2036
New South Wales,Maroubra,2035,2035
New South Wales,Randwick,2031,2031
New South Wales,Bankstown,2200,2200
New South Wales,Padstow,2211,2211
New South Wales,Bankstown,2190,2190
New South Wales,Condell Park,2200,2200
New South Wales,Georges Hall,2198,2198
New South Wales,Bass Hill,2197,2197
New South Wales,Villawood,2163,2163
New South Wales,Lansdowne (Bankstown - NSW),2163,2163
New South Wales,Greenacre,2190,2190
New South Wales,Potts Hill,2143,2143
New South Wales,Milperra,2214,2214
New South Wales,Revesby,2212,2212
New South Wales,Bankstown Aerodrome,2200,2200
New South Wales,Mount Lewis,2190,2190
New South Wales,Padstow Heights,2211,2211
New South Wales,Panania,2213,2213
New South Wales,East Hills,2213,2213
New South Wales,Picnic Point,2213,2213
New South Wales,Revesby Heights,2212,2212
New South Wales,Birrong,2143,2143
New South Wales,Yagoona,2199,2199
New South Wales,Belmore,2192,2192
New South Wales,Belfield,2191,2191
New South Wales,Campsie,2194,2194
New South Wales,Canterbury (NSW),2193,2193
New South Wales,Clemton Park,2206,2206
New South Wales,Earlwood,2206,2206
New South Wales,Kingsgrove,2208,2208
New South Wales,Lakemba,2195,2195
New South Wales,Wiley Park,2195,2195
New South Wales,Punchbowl (Canterbury - NSW),2196,2196
New South Wales,Riverwood,2210,2210
New South Wales,Roselands,2196,2196
New South Wales,Beverly Hills,2209,2209
New South Wales,Narwee,2209,2209
New South Wales,Hurstville,2220,2220
New South Wales,Carlton (NSW),2218,2218
New South Wales,Oatley,2223,2223
New South Wales,Mortdale,2223,2223
New South Wales,Penshurst (NSW),2222,2222
New South Wales,Peakhurst,2210,2210
New South Wales,Hurstville Grove,2220,2220
New South Wales,Lugarno,2210,2210
New South Wales,Peakhurst Heights,2210,2210
New South Wales,South Hurstville,2221,2221
New South Wales,Blakehurst,2221,2221
New South Wales,Kyle Bay,2221,2221
New South Wales,Connells Point,2221,2221
New South Wales,Carss Park,2221,2221
New South Wales,Arncliffe,2205,2205
New South Wales,Wolli Creek,2205,2205
New South Wales,Turrella,2205,2205
New South Wales,Bardwell Park,2207,2207
New South Wales,Bardwell Valley,2207,2207
New South Wales,Bexley,2207,2207
New South Wales,Kogarah,2217,2217
New South Wales,Bexley North,2207,2207
New South Wales,Allawah,2218,2218
New South Wales,Beverley Park,2217,2217
New South Wales,Kogarah Bay,2217,2217
New South Wales,Kyeemagh,2216,2216
New South Wales,Brighton-le-Sands,2216,2216
New South Wales,Monterey,2217,2217
New South Wales,Rockdale,2216,2216
New South Wales,Banksia,2216,2216
New South Wales,Sandringham (NSW),2219,2219
New South Wales,Dolls Point,2219,2219
New South Wales,Sans Souci,2219,2219
New South Wales,Ramsgate,2217,2217
New South Wales,Ramsgate Beach,2217,2217
New South Wales,Concord,2137,2137
New South Wales,Breakfast Point,2137,2137
New South Wales,Cabarita (NSW),2137,2137
New South Wales,Mortlake (NSW),2137,2137
New South Wales,North Strathfield,2137,2137
New South Wales,Concord West,2138,2138
New South Wales,Sydney Olympic Park,2138,2138
New South Wales,Liberty Grove,2138,2138
New South Wales,Rhodes,2138,2138
New South Wales,Concord West,2139,2139
New South Wales,Drummoyne,2047,2047
New South Wales,Russell Lea,2046,2046
New South Wales,Rodd Point,2046,2046
New South Wales,Abbotsford (NSW),2046,2046
New South Wales,Chiswick,2046,2046
New South Wales,Five Dock,2046,2046
New South Wales,Canada Bay,2046,2046
New South Wales,Wareemba,2046,2046
New South Wales,Balmain,2041,2041
New South Wales,Birchgrove,2041,2041
New South Wales,Unclassified (NSW),2039,2039
New South Wales,Balmain East,2041,2041
New South Wales,Leichhardt (NSW),2040,2040
New South Wales,Annandale (NSW),2038,2038
New South Wales,Lilyfield,2040,2040
New South Wales,Rozelle,2039,2039
New South Wales,Ashfield (NSW),2131,2131
New South Wales,Hurlstone Park,2193,2193
New South Wales,Burwood (NSW),2134,2134
New South Wales,Croydon (NSW),2132,2132
New South Wales,Strathfield (NSW),2135,2135
New South Wales,Ashbury,2193,2193
New South Wales,Croydon Park (NSW),2133,2133
New South Wales,Enfield (NSW),2136,2136
New South Wales,Burwood Heights,2136,2136
New South Wales,Dulwich Hill,2203,2203
New South Wales,Lewisham (NSW),2049,2049
New South Wales,Summer Hill (Ashfield - NSW),2130,2130
New South Wales,Haberfield,2045,2045
New South Wales,Homebush West,2140,2140
New South Wales,Homebush (NSW),2140,2140
New South Wales,Strathfield (NSW),2140,2140
New South Wales,Homebush West,2129,2129
New South Wales,Strathfield South,2136,2136
New South Wales,Chatswood,2067,2067
New South Wales,Artarmon,2064,2064
New South Wales,Roseville,2069,2069
New South Wales,Lane Cove North,2066,2066
New South Wales,Chatswood West,2067,2067
New South Wales,Lane Cove West,2066,2066
New South Wales,Lane Cove,2066,2066
New South Wales,Riverview (Lane Cove - NSW),2066,2066
New South Wales,Greenwich,2065,2065
New South Wales,Northwood (NSW),2066,2066
New South Wales,Longueville,2066,2066
New South Wales,St Leonards (NSW),2065,2065
New South Wales,Linley Point,2066,2066
New South Wales,Naremburn,2065,2065
New South Wales,Castle Cove,2069,2069
New South Wales,Castlecrag,2068,2068
New South Wales,Willoughby East,2068,2068
New South Wales,Willoughby (NSW),2068,2068
New South Wales,Northbridge (NSW),2063,2063
New South Wales,Middle Cove,2068,2068
New South Wales,North Willoughby,2068,2068
New South Wales,Hornsby Heights,2077,2077
New South Wales,Mount Colah,2079,2079
New South Wales,Asquith,2077,2077
New South Wales,Mount Kuring-Gai,2080,2080
New South Wales,Mount Colah,2080,2080
New South Wales,Cowan,2081,2081
New South Wales,Berowra,2081,2081
New South Wales,Berowra Heights,2082,2082
New South Wales,Brooklyn (NSW),2083,2083
New South Wales,Milsons Passage,2083,2083
New South Wales,Dangar Island,2083,2083
New South Wales,Hornsby,2077,2077
New South Wales,Wahroonga,2076,2076
New South Wales,Waitara,2077,2077
New South Wales,Normanhurst,2076,2076
New South Wales,Thornleigh,2120,2120
New South Wales,Westleigh,2120,2120
New South Wales,East Killara,2071,2071
New South Wales,Killara (NSW),2071,2071
New South Wales,Gordon (NSW),2072,2072
New South Wales,East Lindfield,2070,2070
New South Wales,Lindfield,2070,2070
New South Wales,Roseville Chase,2069,2069
New South Wales,Pymble,2073,2073
New South Wales,West Pymble,2073,2073
New South Wales,St Ives (NSW),2075,2075
New South Wales,St Ives Chase,2075,2075
New South Wales,South Turramurra,2074,2074
New South Wales,Turramurra,2074,2074
New South Wales,North Turramurra,2074,2074
New South Wales,Warrawee,2074,2074
New South Wales,North Wahroonga,2076,2076
New South Wales,Cremorne Point,2090,2090
New South Wales,Cremorne (NSW),2090,2090
New South Wales,Cammeray,2062,2062
New South Wales,Crows Nest (NSW),2065,2065
New South Wales,Wollstonecraft,2065,2065
New South Wales,Waverton,2060,2060
New South Wales,Mosman,2088,2088
New South Wales,Kirribilli,2061,2061
New South Wales,Neutral Bay,2089,2089
New South Wales,North Sydney,2060,2060
New South Wales,Kurraba Point,2089,2089
New South Wales,Milsons Point,2061,2061
New South Wales,McMahons Point,2060,2060
New South Wales,Lavender Bay,2060,2060
New South Wales,Seaforth (NSW),2092,2092
New South Wales,Clontarf (NSW),2093,2093
New South Wales,Balgowlah,2093,2093
New South Wales,Balgowlah Heights,2093,2093
New South Wales,Manly (NSW),2095,2095
New South Wales,Fairlight,2094,2094
New South Wales,Avalon (NSW),2107,2107
New South Wales,Palm Beach (NSW),2108,2108
New South Wales,Scotland Island,2105,2105
New South Wales,Elanora Heights,2101,2101
New South Wales,Ingleside,2101,2101
New South Wales,Bayview (NSW),2104,2104
New South Wales,Church Point,2105,2105
New South Wales,Great Mackerel Beach,2108,2108
New South Wales,Newport (NSW),2106,2106
New South Wales,Bilgola,2107,2107
New South Wales,Warriewood,2102,2102
New South Wales,Mona Vale,2103,2103
New South Wales,North Narrabeen,2101,2101
New South Wales,Beacon Hill,2100,2100
New South Wales,Narraweena,2099,2099
New South Wales,Cromer (NSW),2099,2099
New South Wales,Oxford Falls,2100,2100
New South Wales,Dee Why,2099,2099
New South Wales,North Curl Curl,2099,2099
New South Wales,Forestville (NSW),2087,2087
New South Wales,Killarney Heights,2087,2087
New South Wales,Frenchs Forest,2086,2086
New South Wales,Belrose,2085,2085
New South Wales,Davidson,2085,2085
New South Wales,Curl Curl,2096,2096
New South Wales,Freshwater (NSW),2096,2096
New South Wales,North Manly,2100,2100
New South Wales,Queenscliff (NSW),2096,2096
New South Wales,Brookvale,2100,2100
New South Wales,Manly Vale,2093,2093
New South Wales,Allambie Heights,2100,2100
New South Wales,North Balgowlah,2093,2093
New South Wales,Narrabeen,2101,2101
New South Wales,Collaroy (NSW),2097,2097
New South Wales,Terrey Hills,2084,2084
New South Wales,Cottage Point,2084,2084
New South Wales,Ku-Ring-Gai Chase,2084,2084
New South Wales,Duffys Forest,2084,2084
New South Wales,Ellis Lane,2570,2570
New South Wales,Grasmere,2570,2570
New South Wales,Camden,2570,2570
New South Wales,Camden Park (NSW),2570,2570
New South Wales,Cawdor (NSW),2570,2570
New South Wales,Camden South,2570,2570
New South Wales,Harrington Park,2567,2567
New South Wales,Elderslie (Camden - NSW),2570,2570
New South Wales,Narellan,2567,2567
New South Wales,Kirkham,2570,2570
New South Wales,Mount Annan,2567,2567
New South Wales,Currans Hill,2567,2567
New South Wales,Smeaton Grange,2567,2567
New South Wales,Narellan Vale,2567,2567
New South Wales,Spring Farm (NSW),2570,2570
New South Wales,Airds,2560,2560
New South Wales,Bradbury (NSW),2560,2560
New South Wales,St Helens Park,2560,2560
New South Wales,Wedderburn (NSW),2560,2560
New South Wales,Woodbine (NSW),2560,2560
New South Wales,Campbelltown (NSW),2560,2560
New South Wales,Leumeah,2560,2560
New South Wales,Blair Athol (NSW),2560,2560
New South Wales,Raby,2566,2566
New South Wales,Eagle Vale,2558,2558
New South Wales,Eschol Park,2558,2558
New South Wales,Varroville,2566,2566
New South Wales,Blairmount,2559,2559
New South Wales,Kearns,2558,2558
New South Wales,Claymore,2559,2559
New South Wales,Gregory Hills,2559,2559
New South Wales,Holsworthy,2173,2173
New South Wales,Ingleburn,2565,2565
New South Wales,Macquarie Links,2565,2565
New South Wales,Denham Court,2565,2565
New South Wales,Ruse,2560,2560
New South Wales,Kentlyn,2560,2560
New South Wales,Minto Heights,2566,2566
New South Wales,Macquarie Fields,2564,2564
New South Wales,Glenfield (NSW),2167,2167
New South Wales,Long Point (Campbelltown - NSW),2564,2564
New South Wales,St Andrews (NSW),2566,2566
New South Wales,Bow Bowing,2566,2566
New South Wales,Minto,2566,2566
New South Wales,Rosemeadow,2560,2560
New South Wales,Ambarvale,2560,2560
New South Wales,Gilead,2560,2560
New South Wales,Glen Alpine,2560,2560
New South Wales,Menangle Park,2563,2563
New South Wales,Englorie Park,2560,2560
New South Wales,Bargo,2574,2574
New South Wales,Yanderra,2574,2574
New South Wales,Pheasants Nest,2574,2574
New South Wales,Douglas Park,2569,2569
New South Wales,Razorback,2571,2571
New South Wales,Appin (NSW),2560,2560
New South Wales,Menangle,2568,2568
New South Wales,Wilton (NSW),2571,2571
New South Wales,Picton (NSW),2571,2571
New South Wales,Tahmoor,2573,2573
New South Wales,Buxton (NSW),2571,2571
New South Wales,Thirlmere,2572,2572
New South Wales,Couridjah,2571,2571
New South Wales,Lakesland,2572,2572
New South Wales,The Oaks,2570,2570
New South Wales,Werombi,2570,2570
New South Wales,Orangeville,2570,2570
New South Wales,Belimbla Park,2570,2570
New South Wales,Mount Hunter,2570,2570
New South Wales,Brownlow Hill,2570,2570
New South Wales,Theresa Park,2570,2570
New South Wales,Oakdale (NSW),2570,2570
New South Wales,Blackheath (NSW),2785,2785
